Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
4/2/2011,Partly Cloudy,rain,16.15555556,16.15555556,0.81,13.8138,290,10.3523,0,1016.58,Partly cloudy starting in the morning.
4/3/2011,Partly Cloudy,rain,21.13888889,21.13888889,0.63,13.8782,260,16.1,0,1015.09,Partly cloudy starting in the morning.
4/4/2011,Partly Cloudy,rain,16.21111111,16.21111111,0.81,1.9159,272,9.982,0,1015.81,Partly cloudy starting in the morning.
4/5/2011,Partly Cloudy,rain,16.09444444,16.09444444,0.84,6.3917,260,15.8263,0,1016.01,Partly cloudy starting in the morning.
4/6/2011,Partly Cloudy,rain,15.57222222,15.57222222,0.87,6.4239,243,14.9569,0,1016.38,Partly cloudy starting in the morning.
4/7/2011,Partly Cloudy,rain,13.9,13.9,0.92,3.3649,251,11.9784,0,1016.4,Partly cloudy starting in the morning.
4/8/2011,Partly Cloudy,rain,13.85555556,13.85555556,0.9,3.381,245,11.9784,0,1016.32,Partly cloudy starting in the morning.
4/9/2011,Partly Cloudy,rain,15.18888889,15.18888889,0.81,8.4042,132,14.9569,0,1012.2,Partly cloudy starting in the morning.
4/10/2011,Mostly Cloudy,rain,16.68888889,16.68888889,0.89,3.7835,255,14.9086,0,1016.49,Partly cloudy starting in the morning.
4/11/2011,Partly Cloudy,rain,16.27777778,16.27777778,0.91,3.5742,273,14.168,0,1016.29,Partly cloudy starting in the morning.
4/12/2011,Partly Cloudy,rain,15.02777778,15.02777778,0.92,3.7191,278,11.9784,0,1016.11,Partly cloudy starting in the morning.
4/13/2011,Clear,rain,13.96111111,13.96111111,0.95,3.7674,268,9.982,0,1016.23,Partly cloudy starting in the morning.
4/14/2011,Clear,rain,13.24444444,13.24444444,0.9,6.3112,238,9.982,0,1016.4,Partly cloudy starting in the morning.
4/15/2011,Clear,rain,13.31666667,13.31666667,0.93,3.9767,255,9.982,0,1016.33,Partly cloudy starting in the morning.
4/16/2011,Clear,rain,12.3,12.3,0.95,3.7191,264,9.982,0,1016.49,Partly cloudy starting in the morning.
4/17/2011,Partly Cloudy,rain,12.55,12.55,0.95,6.6815,272,9.982,0,1016.49,Partly cloudy starting in the morning.
4/18/2011,Partly Cloudy,rain,12.20555556,12.20555556,0.93,5.313,244,9.982,0,1016.41,Partly cloudy starting in the morning.
4/19/2011,Partly Cloudy,rain,13.80555556,13.80555556,0.93,9.6761,279,9.982,0,1016.32,Partly cloudy starting in the morning.
4/20/2011,Partly Cloudy,rain,17.78333333,17.78333333,0.78,14.4739,299,9.982,0,1016.6,Partly cloudy starting in the morning.
4/21/2011,Partly Cloudy,rain,19.93333333,19.93333333,0.68,15.7136,299,11.27,0,1016.62,Partly cloudy starting in the morning.
4/22/2011,Partly Cloudy,rain,21.08333333,21.08333333,0.62,19.0141,308,11.4471,0,1016.97,Partly cloudy starting in the morning.
4/23/2011,Mostly Cloudy,rain,20.02777778,20.02777778,0.61,15.8746,298,11.27,0,1016.73,Partly cloudy starting in the morning.
4/24/2011,Mostly Cloudy,rain,20.07777778,20.07777778,0.68,14.1841,272,11.27,0,1016.71,Partly cloudy starting in the morning.
4/25/2011,Partly Cloudy,rain,20.97777778,20.97777778,0.63,14.0875,254,11.4471,0,1016.7,Partly cloudy starting in the morning.
4/26/2011,Partly Cloudy,rain,22.33888889,22.33888889,0.63,13.7655,225,11.27,0,1015.96,Partly cloudy starting in the morning.
4/27/2011,Partly Cloudy,rain,23.73333333,23.73333333,0.54,13.7172,223,11.27,0,1015.39,Partly cloudy starting in the morning.
4/28/2011,Partly Cloudy,rain,22.66111111,22.66111111,0.54,13.9748,261,11.4471,0,1015.38,Partly cloudy starting in the morning.
4/29/2011,Partly Cloudy,rain,22.77777778,22.77777778,0.57,11.4954,263,15.8263,0,1015.1,Partly cloudy starting in the morning.
4/30/2011,Partly Cloudy,rain,18.03333333,18.03333333,0.73,8.4686,250,9.982,0,1015.48,Partly cloudy starting in the morning.
5/1/2011,Overcast,rain,15,15,0.93,24.0695,309,7.9695,0,1011.13,Mostly cloudy until evening.
5/2/2011,Partly Cloudy,rain,21.06111111,21.06111111,0.63,8.3398,281,11.27,0,0,Mostly cloudy until evening.
5/3/2011,Mostly Cloudy,rain,12,12,0.95,3.2039,180,14.168,0,1008.45,Mostly cloudy starting overnight continuing until night.
5/4/2011,Mostly Cloudy,rain,13.58333333,13.58333333,0.95,6.0053,167,14.8764,0,1005.48,Mostly cloudy starting overnight continuing until night.
5/5/2011,Mostly Cloudy,rain,13.91111111,13.91111111,0.93,7.7924,209,11.0446,0,1004.72,Mostly cloudy starting overnight continuing until night.
5/6/2011,Overcast,rain,14.95,14.95,0.93,9.8693,229,6.0214,0,0,Mostly cloudy starting overnight continuing until night.
5/7/2011,Overcast,rain,14.92222222,14.92222222,0.93,9.7727,241,4.6207,0,1005.79,Mostly cloudy starting overnight continuing until night.
5/8/2011,Overcast,rain,14.90555556,14.90555556,0.93,14.4417,271,11.1251,0,1005.36,Mostly cloudy starting overnight continuing until night.
5/9/2011,Overcast,rain,13.91111111,13.91111111,0.93,24.5203,299,11.27,0,1006.15,Mostly cloudy starting overnight continuing until night.
5/10/2011,Overcast,rain,14.51666667,14.51666667,0.96,16.2932,330,4.991,0,1011.26,Mostly cloudy until evening.
5/11/2011,Mostly Cloudy,rain,15,15,0.93,20.7368,339,11.0446,0,0,Mostly cloudy until evening.
5/12/2011,Overcast,rain,15,15,0.93,14.6188,319,10.9802,0,0,Mostly cloudy until evening.
5/13/2011,Overcast,rain,15,15,0.94,14.5544,310,10.8836,0,1011.02,Mostly cloudy until evening.
5/14/2011,Overcast,rain,15.11666667,15.11666667,0.93,12.5258,299,11.0768,0,1011.43,Mostly cloudy until evening.
5/15/2011,Overcast,rain,15.11666667,15.11666667,0.93,15.4882,308,8.05,0,1011.71,Mostly cloudy until evening.
5/16/2011,Mostly Cloudy,rain,16.24444444,16.24444444,0.92,12.2682,320,11.0768,0,1011.77,Mostly cloudy until evening.
5/17/2011,Mostly Cloudy,rain,17.87222222,17.87222222,0.84,9.5795,306,11.27,0,1011.38,Mostly cloudy until evening.
5/18/2011,Mostly Cloudy,rain,19.05,19.05,0.73,3.0751,343,11.27,0,1011.07,Mostly cloudy until evening.
5/19/2011,Mostly Cloudy,rain,20.91666667,20.91666667,0.67,4.0572,236,11.4471,0,1010.78,Mostly cloudy until evening.
5/20/2011,Partly Cloudy,rain,21.11111111,21.11111111,0.63,8.6135,299,11.2056,0,0,Mostly cloudy until evening.
5/21/2011,Partly Cloudy,rain,21.21111111,21.21111111,0.61,8.5008,288,11.3988,0,1009.34,Mostly cloudy until evening.
5/22/2011,Mostly Cloudy,rain,20.07222222,20.07222222,0.67,8.2271,288,11.2056,0,1009.19,Mostly cloudy until evening.
5/23/2011,Mostly Cloudy,rain,17.89444444,17.89444444,0.77,8.1305,260,11.2056,0,1008.91,Mostly cloudy until evening.
5/24/2011,Mostly Cloudy,rain,17.48888889,17.48888889,0.79,5.3291,233,10.3523,0,1008.8,Mostly cloudy until evening.
5/25/2011,Mostly Cloudy,rain,16.16111111,16.16111111,0.86,9.8854,250,9.982,0,1008.79,Mostly cloudy until evening.
5/26/2011,Clear,rain,16.16111111,16.16111111,0.81,8.3398,239,9.982,0,0,Mostly cloudy until evening.
5/27/2011,Clear,rain,15.16666667,15.16666667,0.87,6.8747,237,14.9569,0,1008.42,Mostly cloudy until evening.
5/28/2011,Clear,rain,13.87222222,13.87222222,0.93,3.4776,202,15.8263,0,1007.98,Mostly cloudy starting overnight continuing until night.
5/29/2011,Partly Cloudy,rain,12.75555556,12.75555556,0.96,6.2307,150,15.8263,0,1007.77,Mostly cloudy starting overnight continuing until night.
5/30/2011,Clear,rain,12.75,12.75,1,4.8783,151,9.982,0,0,Mostly cloudy starting overnight continuing until night.
5/31/2011,Mostly Cloudy,rain,13.35555556,13.35555556,0.96,6.2468,159,15.7297,0,1005.9,Mostly cloudy starting overnight continuing until night.
6/1/2011,Mostly Cloudy,rain,24.87222222,24.87222222,0.42,3.0107,352,10.3523,0,1009.49,Partly cloudy until night.
6/2/2011,Clear,rain,13.88888889,13.88888889,0.9,3.3005,233,9.982,0,0,Partly cloudy until afternoon.
6/3/2011,Mostly Cloudy,rain,25,25,0.45,0.644,281,9.982,0,1010.88,Partly cloudy until afternoon.
6/4/2011,Mostly Cloudy,rain,25.91111111,25.91111111,0.4,4.3309,203,10.3523,0,1010.15,Partly cloudy until afternoon.
6/5/2011,Clear,rain,23.88888889,23.88888889,0.48,6.9391,58,9.982,0,0,Partly cloudy until afternoon.
6/6/2011,Clear,rain,21.11111111,21.11111111,0.59,3.22,13,9.982,0,0,Partly cloudy until afternoon.
6/7/2011,Partly Cloudy,rain,18.24444444,18.24444444,0.72,4.508,285,11.0285,0,1010.72,Partly cloudy until afternoon.
6/8/2011,Partly Cloudy,rain,17.24444444,17.24444444,0.75,0.6118,312,11.2056,0,1010.82,Partly cloudy until afternoon.
6/9/2011,Partly Cloudy,rain,16.17777778,16.17777778,0.81,3.5259,322,15.8263,0,1010.9,Partly cloudy until afternoon.
6/10/2011,Clear,rain,23.83888889,23.83888889,0.45,8.4686,309,9.982,0,0,Partly cloudy until night.
6/11/2011,Clear,rain,22.17222222,22.17222222,0.55,5.2647,291,9.982,0,0,Partly cloudy until night.
6/12/2011,Mostly Cloudy,rain,18.46111111,18.46111111,0.69,5.1359,292,10.3523,0,1009.86,Partly cloudy until night.
6/13/2011,Partly Cloudy,rain,16.13333333,16.13333333,0.81,3.5259,326,9.982,0,1010.23,Partly cloudy until night.
6/14/2011,Partly Cloudy,rain,15.55555556,15.55555556,0.84,6.4078,347,15.8263,0,1010.63,Partly cloudy until night.
6/15/2011,Partly Cloudy,rain,15.6,15.6,0.81,6.2951,314,14.9569,0,1010.37,Partly cloudy until night.
6/16/2011,Partly Cloudy,rain,14.07222222,14.07222222,0.85,6.2468,318,15.8263,0,1010.82,Partly cloudy until afternoon.
6/17/2011,Partly Cloudy,rain,14.46111111,14.46111111,0.83,6.3434,336,15.8263,0,1011.02,Partly cloudy until afternoon.
6/18/2011,Mostly Cloudy,rain,16.72222222,16.72222222,0.83,13.2342,282,15.0052,0,1011.18,Partly cloudy until afternoon.
6/19/2011,Partly Cloudy,rain,15.48888889,15.48888889,0.79,3.1878,345,15.8263,0,1010.85,Partly cloudy until afternoon.
6/20/2011,Partly Cloudy,rain,12.67222222,12.67222222,0.9,3.4776,294,14.8764,0,1011.01,Partly cloudy until afternoon.
6/21/2011,Mostly Cloudy,rain,13.83888889,13.83888889,0.9,0.3703,297,9.8049,0,1011.02,Partly cloudy until afternoon.
6/22/2011,Clear,rain,15.05,15.05,0.87,7.9373,319,9.8049,0,0,Partly cloudy until afternoon.
6/23/2011,Partly Cloudy,rain,17.71111111,17.71111111,0.79,7.7763,305,10.3523,0,1011.32,Partly cloudy until afternoon.
6/24/2011,Partly Cloudy,rain,21,21,0.63,5.4096,307,9.982,0,1011.38,Partly cloudy until afternoon.
6/25/2011,Partly Cloudy,rain,22.66666667,22.66666667,0.57,7.9373,316,11.2056,0,1011.39,Partly cloudy until afternoon.
6/26/2011,Partly Cloudy,rain,23.66666667,23.66666667,0.51,4.4275,314,11.3988,0,1011.36,Partly cloudy until afternoon.
6/27/2011,Partly Cloudy,rain,24.93333333,24.93333333,0.45,9.3058,295,11.27,0,1011.19,Partly cloudy until afternoon.
6/28/2011,Mostly Cloudy,rain,24.86111111,24.86111111,0.46,10.5777,335,9.982,0,1011.21,Partly cloudy until afternoon.
6/29/2011,Mostly Cloudy,rain,24.83888889,24.83888889,0.42,7.2933,294,10.3523,0,1011.18,Partly cloudy until afternoon.
6/30/2011,Clear,rain,26.11111111,26.11111111,0.39,4.3148,108,9.982,0,0,Partly cloudy until afternoon.
7/1/2011,Mostly Cloudy,rain,22.65,22.65,0.62,15.8907,148,10.0464,0,0,Partly cloudy until evening.
7/2/2011,Mostly Cloudy,rain,17.71111111,17.71111111,0.84,8.4686,279,9.982,0,1009.72,Partly cloudy until evening.
7/3/2011,Mostly Cloudy,rain,15.2,15.2,0.93,7.7119,253,11.3183,0,1010.71,Partly cloudy until night.
7/4/2011,Partly Cloudy,rain,22.2,22.2,0.59,10.8997,336,10.0464,0,1010.61,Partly cloudy until night.
7/5/2011,Partly Cloudy,rain,22.77777778,22.77777778,0.51,10.6904,346,11.27,0,1010.68,Partly cloudy until night.
7/6/2011,Partly Cloudy,rain,23.88888889,23.88888889,0.48,8.6457,65,11.27,0,0,Partly cloudy until night.
7/7/2011,Partly Cloudy,rain,24.81111111,24.81111111,0.45,7.728,327,11.4471,0,1010.25,Partly cloudy until night.
7/8/2011,Mostly Cloudy,rain,24.92777778,24.92777778,0.45,9.8693,5,11.2056,0,1009.8,Partly cloudy until night.
7/9/2011,Mostly Cloudy,rain,24.92777778,24.92777778,0.42,12.6224,308,11.2056,0,1009.61,Partly cloudy until night.
7/10/2011,Partly Cloudy,rain,22.58888889,22.58888889,0.63,12.4131,221,11.4471,0,1009.18,Partly cloudy until evening.
7/11/2011,Partly Cloudy,rain,22.03888889,22.03888889,0.65,14.0231,270,11.27,0,1009.8,Partly cloudy until evening.
7/12/2011,Overcast,rain,22.22222222,22.22222222,0.64,4.3148,320,11.27,0,0,Partly cloudy until evening.
7/13/2011,Overcast,rain,22.33333333,22.33333333,0.65,9.4185,255,10.4006,0,1009.32,Partly cloudy until evening.
7/14/2011,Partly Cloudy,rain,22.82777778,22.82777778,0.66,9.3058,215,11.27,0,1008.86,Partly cloudy until evening.
7/15/2011,Partly Cloudy,rain,23.81666667,23.81666667,0.59,15.6492,230,11.27,0,1008.57,Partly cloudy until evening.
7/16/2011,Partly Cloudy,rain,22.86111111,22.86111111,0.62,9.9981,226,11.4471,0,1008.64,Partly cloudy until evening.
7/17/2011,Partly Cloudy,rain,22.7,22.7,0.66,14.5705,212,11.27,0,0,Partly cloudy until evening.
7/18/2011,Mostly Cloudy,rain,22.01666667,22.01666667,0.65,12.6546,231,9.982,0,1008.44,Partly cloudy until evening.
7/19/2011,Partly Cloudy,rain,19.92222222,19.92222222,0.74,8.5652,238,11.3988,0,1009.24,Partly cloudy until evening.
7/20/2011,Clear,rain,17.22222222,17.22222222,0.81,5.4096,270,9.982,0,0,Partly cloudy until evening.
7/21/2011,Mostly Cloudy,rain,17.25555556,17.25555556,0.84,4.1538,281,15.3111,0,1010.38,Partly cloudy until evening.
7/22/2011,Mostly Cloudy,rain,16.06666667,16.06666667,0.87,6.5044,306,15.8263,0,1010.12,Partly cloudy until night.
7/23/2011,Mostly Cloudy,rain,16.02222222,16.02222222,0.9,3.5259,296,15.8263,0,1010.41,Partly cloudy until night.
7/24/2011,Partly Cloudy,rain,15.09444444,15.09444444,0.82,10.0142,336,14.9569,0,1010.76,Partly cloudy until night.
7/25/2011,Partly Cloudy,rain,13.79444444,13.79444444,0.96,2.3828,144,11.9784,0,1010.49,Partly cloudy until night.
7/26/2011,Mostly Cloudy,rain,13.35555556,13.35555556,0.96,9.0321,277,11.9784,0,1010.4,Partly cloudy until night.
7/27/2011,Mostly Cloudy,rain,13.91666667,13.91666667,0.95,2.9141,245,9.982,0,1010.76,Partly cloudy until night.
7/28/2011,Overcast,rain,13.83888889,13.83888889,0.93,1.771,254,11.2056,0,0,Partly cloudy until night.
7/29/2011,Mostly Cloudy,rain,13.88888889,13.88888889,1,8.0178,267,11.1251,0,0,Partly cloudy until night.
7/30/2011,Clear,rain,17.75,17.75,0.84,5.1681,313,9.982,0,0,Partly cloudy until night.
7/31/2011,Partly Cloudy,rain,21.03888889,21.03888889,0.64,7.4382,354,9.982,0,1010.88,Partly cloudy until night.
8/1/2011,Clear,rain,11.67777778,11.67777778,0.96,3.059,234,6.2951,0,1016.1,Partly cloudy starting in the morning.
8/2/2011,Partly Cloudy,rain,25.98333333,25.98333333,0.41,4.6529,161,10.3523,0,1014,Partly cloudy starting in the morning.
8/3/2011,Partly Cloudy,rain,16.62222222,16.62222222,0.71,6.5044,119,15.8263,0,1011.49,Partly cloudy until evening.
8/4/2011,Partly Cloudy,rain,16.16111111,16.16111111,0.81,3.3649,190,11.2056,0,0,Partly cloudy until evening.
8/5/2011,Mostly Cloudy,rain,15.11666667,15.11666667,0.9,9.499,84,9.982,0,1011.12,Partly cloudy until evening.
8/6/2011,Mostly Cloudy,rain,15.02222222,15.02222222,0.87,4.669,96,9.982,0,1009.87,Partly cloudy until evening.
8/7/2011,Mostly Cloudy,rain,17.10555556,17.10555556,0.76,10.787,108,9.982,0,1009.79,Partly cloudy until evening.
8/8/2011,Mostly Cloudy,rain,17.29444444,17.29444444,0.76,10.6582,117,10.0303,0,1009.36,Partly cloudy until evening.
8/9/2011,Mostly Cloudy,rain,20.9,20.9,0.73,9.5312,117,10.0464,0,1008.64,Partly cloudy until evening.
8/10/2011,Clear,rain,11.09444444,11.09444444,0.96,3.3488,208,6.2951,0,1015.9,Partly cloudy starting in the morning.
8/11/2011,Clear,rain,10.78888889,10.78888889,0.96,6.0375,172,6.8425,0,1015.71,Partly cloudy starting in the morning.
8/12/2011,Clear,rain,11,11,0.93,4.508,219,6.118,0,1015.5,Partly cloudy starting in the morning.
8/13/2011,Partly Cloudy,rain,12.6,12.6,0.99,1.5617,165,9.8049,0,1015.59,Partly cloudy starting in the morning.
8/14/2011,Partly Cloudy,rain,17.52222222,17.52222222,0.8,1.6905,166,9.9015,0,1015.36,Partly cloudy starting in the morning.
8/15/2011,Partly Cloudy,rain,19.98888889,19.98888889,0.68,4.8139,140,9.982,0,1015.07,Partly cloudy starting in the morning.
8/16/2011,Clear,rain,22.25,22.25,0.59,9.8371,151,9.982,0,0,Partly cloudy starting in the morning.
8/17/2011,Partly Cloudy,rain,22.94444444,22.94444444,0.52,10.1591,173,11.4471,0,1015.26,Partly cloudy starting in the morning.
8/18/2011,Partly Cloudy,rain,24.95555556,24.95555556,0.47,11.2539,168,11.2056,0,1014.85,Partly cloudy starting in the morning.
8/19/2011,Partly Cloudy,rain,25.05,25.05,0.45,11.109,207,9.982,0,0,Partly cloudy starting in the morning.
8/20/2011,Mostly Cloudy,rain,26.13333333,26.13333333,0.43,8.2432,177,9.982,0,1013.44,Partly cloudy starting in the morning.
8/21/2011,Mostly Cloudy,rain,25.06666667,25.06666667,0.42,9.5956,101,9.982,0,1012.85,Partly cloudy starting in the morning.
8/22/2011,Mostly Cloudy,rain,25.21111111,25.21111111,0.38,7.8729,154,10.3523,0,1012.46,Partly cloudy starting in the morning.
8/23/2011,Partly Cloudy,rain,25.04444444,25.04444444,0.42,11.2056,140,9.982,0,1011.84,Partly cloudy starting in the morning.
8/24/2011,Partly Cloudy,rain,22.33333333,22.33333333,0.53,8.1144,129,9.982,0,1011.46,Partly cloudy starting in the morning.
8/25/2011,Partly Cloudy,rain,20.31111111,20.31111111,0.6,5.3291,118,10.3523,0,1011.45,Partly cloudy starting in the morning.
8/26/2011,Partly Cloudy,rain,17.75555556,17.75555556,0.7,7.6636,110,9.982,0,1011.97,Partly cloudy starting in the morning.
8/27/2011,Partly Cloudy,rain,18.17222222,18.17222222,0.69,6.2951,119,15.8263,0,1011.7,Partly cloudy starting in the morning.
8/28/2011,Partly Cloudy,rain,17.26111111,17.26111111,0.72,10.4328,107,14.9569,0,1011.63,Partly cloudy starting in the morning.
8/29/2011,Partly Cloudy,rain,17.06111111,17.06111111,0.71,10.6582,119,15.8263,0,1011.78,Partly cloudy until evening.
8/30/2011,Partly Cloudy,rain,14.76111111,14.76111111,0.91,1.5939,277,14.168,0,1010.6,Partly cloudy until evening.
8/31/2011,Mostly Cloudy,rain,15.06666667,15.06666667,0.8,3.1717,130,15.8263,0,1011.15,Partly cloudy until evening.
9/1/2011,Mostly Cloudy,rain,24.88333333,24.88333333,0.64,13.4918,84,10.4006,0,1003.33,Mostly cloudy throughout the day.
9/2/2011,Overcast,rain,12.17222222,12.17222222,0.99,3.0751,160,11.2056,0,0,Mostly cloudy until evening.
9/3/2011,Overcast,rain,13.93888889,13.93888889,0.89,16.5186,271,11.27,0,0,Mostly cloudy until evening.
9/4/2011,Overcast,rain,14.91111111,14.91111111,0.84,13.4757,262,11.0768,0,1012.2,Mostly cloudy until evening.
9/5/2011,Mostly Cloudy,rain,15.07222222,15.07222222,0.82,11.4471,251,11.27,0,1012.52,Mostly cloudy until evening.
9/6/2011,Mostly Cloudy,rain,13.93888889,13.93888889,0.89,11.6886,261,11.2056,0,0,Mostly cloudy until evening.
9/7/2011,Mostly Cloudy,rain,13.08888889,13.08888889,0.89,11.9623,245,9.982,0,1013.73,Mostly cloudy until evening.
9/8/2011,Mostly Cloudy,rain,12.85,12.85,0.83,12.8639,270,9.982,0,1014.33,Mostly cloudy until evening.
9/9/2011,Clear,rain,12.3,12.3,0.8,11.914,271,9.982,0,0,Mostly cloudy until evening.
9/10/2011,Overcast,rain,24.83333333,24.83333333,0.65,9.4668,71,10.0464,0,1002.93,Mostly cloudy throughout the day.
9/11/2011,Mostly Cloudy,rain,23.61111111,23.61111111,0.7,10.1752,61,11.27,0,1002.6,Mostly cloudy throughout the day.
9/12/2011,Partly Cloudy,rain,22.12777778,22.12777778,0.82,4.2504,338,10.787,0,1002.35,Mostly cloudy throughout the day.
9/13/2011,Partly Cloudy,rain,19.92777778,19.92777778,0.87,15.3111,70,11.27,0,1003.04,Mostly cloudy throughout the day.
9/14/2011,Mostly Cloudy,rain,19.88333333,19.88333333,0.9,10.8836,98,14.9569,0,1003.02,Mostly cloudy throughout the day.
9/15/2011,Mostly Cloudy,rain,19.92222222,19.92222222,0.93,8.6296,151,3.4937,0,1001.94,Mostly cloudy throughout the day.
9/16/2011,Overcast,rain,11.64444444,11.64444444,0.95,3.3327,172,15.8263,0,1009.1,Mostly cloudy until evening.
9/17/2011,Mostly Cloudy,rain,11.08333333,11.08333333,0.93,2.3989,176,14.9086,0,1009.54,Mostly cloudy until evening.
9/18/2011,Mostly Cloudy,rain,11.32222222,11.32222222,0.89,9.9176,272,14.168,0,1014.72,Mostly cloudy until evening.
9/19/2011,Overcast,rain,12.17222222,12.17222222,0.99,3.4293,177,11.2056,0,0,Mostly cloudy until evening.
9/20/2011,Overcast,rain,12.69444444,12.69444444,0.92,2.7048,179,9.8049,0,1008.47,Mostly cloudy until evening.
9/21/2011,Overcast,rain,12.2,12.2,0.99,10.7709,212,11.2056,0,1008.22,Mostly cloudy until evening.
9/22/2011,Overcast,rain,12.22222222,12.22222222,0.92,9.5312,241,11.2056,0,1008.53,Mostly cloudy until evening.
9/23/2011,Overcast,rain,12.30555556,12.30555556,0.93,8.8872,292,10.1913,0,1009.56,Mostly cloudy until evening.
9/24/2011,Overcast,rain,12.25,12.25,0.93,15.8907,308,11.2056,0,0,Mostly cloudy until evening.
9/25/2011,Overcast,rain,12.3,12.3,0.92,10.1591,269,11.2056,0,0,Mostly cloudy until evening.
9/26/2011,Overcast,rain,12.73888889,12.73888889,0.9,10.7065,260,10.1913,0,1010.08,Mostly cloudy until evening.
9/27/2011,Overcast,rain,12.82777778,12.82777778,0.9,12.9122,279,11.2056,0,1009.68,Mostly cloudy until evening.
9/28/2011,Overcast,rain,12.87222222,12.87222222,0.89,16.2127,270,11.27,0,1010.53,Mostly cloudy until evening.
9/29/2011,Overcast,rain,13.76666667,13.76666667,0.9,17.8871,279,10.1913,0,1010.87,Mostly cloudy until evening.
9/30/2011,Overcast,rain,13.98888889,13.98888889,0.89,15.1501,280,10.0464,0,0,Mostly cloudy until evening.
10/1/2011,Mostly Cloudy,rain,14.97222222,14.97222222,0.87,15.8907,302,11.0768,0,1006.97,Mostly cloudy starting overnight continuing until night.
10/2/2011,Overcast,rain,12.75555556,12.75555556,0.92,6.3112,204,15.8263,0,1009.47,Mostly cloudy starting overnight continuing until night.
10/3/2011,Overcast,rain,17.85,17.85,0.96,7.5348,169,8.1305,0,1008.67,Mostly cloudy throughout the day.
10/4/2011,Overcast,rain,18.08888889,18.08888889,0.94,9.4024,335,11.3988,0,1007.67,Mostly cloudy throughout the day.
10/5/2011,Overcast,rain,19.08333333,19.08333333,0.89,4.4114,350,11.2056,0,1006.8,Mostly cloudy throughout the day.
10/6/2011,Mostly Cloudy,rain,22.25555556,22.25555556,0.68,11.9945,61,11.27,0,1006.09,Mostly cloudy throughout the day.
10/7/2011,Mostly Cloudy,rain,22.68333333,22.68333333,0.67,8.5491,54,11.4471,0,1005.68,Mostly cloudy throughout the day.
10/8/2011,Mostly Cloudy,rain,24.78888889,24.78888889,0.59,12.1877,70,10.0464,0,1005.02,Mostly cloudy throughout the day.
10/9/2011,Mostly Cloudy,rain,24.87777778,24.87777778,0.64,14.1197,79,11.27,0,1004.12,Mostly cloudy throughout the day.
10/10/2011,Mostly Cloudy,rain,16.16111111,16.16111111,0.8,22.2341,300,11.27,0,0,Mostly cloudy starting overnight continuing until night.
10/11/2011,Partly Cloudy,rain,17.82777778,17.82777778,0.65,26.4201,300,11.27,0,0,Mostly cloudy starting overnight continuing until night.
10/12/2011,Partly Cloudy,rain,18.77222222,18.77222222,0.53,27.9013,308,11.0285,0,1007.57,Mostly cloudy starting overnight continuing until night.
10/13/2011,Partly Cloudy,rain,19.9,19.9,0.49,24.3432,291,11.2056,0,0,Mostly cloudy starting overnight continuing until night.
10/14/2011,Partly Cloudy,rain,19.95,19.95,0.45,25.9049,290,11.2056,0,0,Mostly cloudy starting overnight continuing until night.
10/15/2011,Partly Cloudy,rain,19.10555556,19.10555556,0.46,21.3647,298,10.3523,0,1008.12,Mostly cloudy starting overnight continuing until night.
10/16/2011,Partly Cloudy,rain,18.93333333,18.93333333,0.43,20.1572,289,9.982,0,1008.18,Mostly cloudy starting overnight continuing until night.
10/17/2011,Partly Cloudy,rain,16.22777778,16.22777778,0.58,5.1359,251,9.982,0,1008.59,Mostly cloudy starting overnight continuing until night.
10/18/2011,Partly Cloudy,rain,14.30555556,14.30555556,0.73,8.3881,237,9.982,0,1009.18,Mostly cloudy starting overnight continuing until night.
10/19/2011,Partly Cloudy,rain,12.85,12.85,0.89,9.3058,222,9.982,0,1009.39,Mostly cloudy starting overnight continuing until night.
10/20/2011,Overcast,rain,12.38333333,12.38333333,0.92,7.2128,239,15.3111,0,1009.31,Mostly cloudy starting overnight continuing until night.
10/21/2011,Partly Cloudy,rain,17.13888889,17.13888889,0.87,6.44,300,15.8263,0,1009.64,Mostly cloudy throughout the day.
10/22/2011,Mostly Cloudy,rain,16.62222222,16.62222222,0.9,6.2951,270,15.8263,0,1010.11,Mostly cloudy throughout the day.
10/23/2011,Mostly Cloudy,rain,19.36111111,19.36111111,0.9,14.8281,300,14.0231,0,1004.26,Mostly cloudy throughout the day.
10/24/2011,Mostly Cloudy,rain,16.01666667,16.01666667,0.9,6.4239,309,15.8263,0,1009.6,Mostly cloudy throughout the day.
10/25/2011,Mostly Cloudy,rain,16.03888889,16.03888889,0.9,2.9624,322,15.7297,0,1009.2,Mostly cloudy throughout the day.
10/26/2011,Mostly Cloudy,rain,16.12222222,16.12222222,0.93,6.1824,332,14.7637,0,1008.88,Mostly cloudy throughout the day.
10/27/2011,Mostly Cloudy,rain,17.06111111,17.06111111,0.88,3.0107,277,10.8997,0,1008.6,Mostly cloudy throughout the day.
10/28/2011,Mostly Cloudy,rain,17.2,17.2,0.87,1.61,125,11.0446,0,1008.32,Mostly cloudy throughout the day.
10/29/2011,Mostly Cloudy,rain,17.78333333,17.78333333,0.9,3.2361,253,11.0285,0,1008.62,Mostly cloudy throughout the day.
10/30/2011,Overcast,rain,17.87222222,17.87222222,0.96,7.5992,207,11.2056,0,1008.19,Mostly cloudy throughout the day.
