satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,Quit_the_Company,promotion_last_5years,Departments,salary,employee_id
0.69,0.56,3,183,4,1,0,0,RandD,low,EMP05878
0.71,0.61,2,198,2,1,0,0,marketing,low,EMP05879
0.74,0.56,3,203,3,0,0,0,sales,low,EMP05880
0.76,0.89,5,204,3,0,0,0,accounting,low,EMP05881
0.81,0.62,3,257,3,0,0,0,support,low,EMP05882
0.59,1,4,169,2,0,0,0,technical,low,EMP05883
0.97,0.69,4,203,2,0,0,0,management,low,EMP05884
0.98,0.74,4,260,2,1,0,0,marketing,low,EMP05885
0.96,0.87,5,202,2,0,0,0,marketing,low,EMP05886
0.82,0.63,4,199,2,0,0,0,marketing,low,EMP05887
0.97,0.93,2,270,4,0,0,0,sales,low,EMP05888
0.74,0.51,5,258,2,0,0,0,sales,low,EMP05889
0.14,0.52,4,108,6,0,0,0,sales,low,EMP05890
0.3,0.67,3,232,3,0,0,0,sales,low,EMP05891
0.74,0.89,4,149,2,0,0,0,sales,low,EMP05892
0.85,0.48,4,214,3,0,0,0,sales,medium,EMP05893
0.69,0.65,4,136,2,0,0,0,sales,medium,EMP05894
0.6,0.95,4,164,4,0,0,0,sales,medium,EMP05895
0.53,0.85,3,236,6,0,0,0,sales,medium,EMP05896
0.94,0.88,3,270,3,0,0,0,sales,medium,EMP05897
0.57,0.63,5,156,4,0,0,0,sales,medium,EMP05898
0.2,0.73,3,250,5,0,0,0,sales,medium,EMP05899
0.82,0.92,4,196,3,0,0,0,sales,medium,EMP05900
0.62,0.92,5,169,2,0,0,0,sales,medium,EMP05901
0.88,0.59,2,144,3,0,0,0,sales,medium,EMP05902
0.82,0.62,4,160,3,0,0,0,sales,medium,EMP05903
0.62,0.91,3,142,6,1,0,0,sales,medium,EMP05904
0.74,0.48,5,165,2,0,0,0,sales,high,EMP05905
0.91,0.66,4,163,3,0,0,0,sales,low,EMP05906
0.7,0.96,3,263,3,0,0,0,accounting,medium,EMP05907
0.84,0.9,3,178,2,0,0,0,accounting,medium,EMP05908
0.35,0.57,3,109,3,0,0,0,accounting,medium,EMP05909
0.28,0.83,4,206,5,0,0,0,hr,medium,EMP05910
0.37,0.37,3,168,3,0,0,0,hr,low,EMP05911
0.75,0.5,4,155,2,1,0,0,hr,low,EMP05912
0.34,0.6,4,154,2,0,0,0,hr,low,EMP05913
0.55,0.5,4,179,3,0,0,0,technical,low,EMP05914
0.97,0.92,3,168,3,0,0,0,technical,low,EMP05915
0.91,0.57,3,158,3,0,0,0,technical,low,EMP05916
0.48,0.63,3,180,2,1,0,0,technical,low,EMP05917
0.53,0.71,4,227,3,0,0,0,technical,low,EMP05918
0.84,0.67,3,139,2,0,0,0,technical,low,EMP05919
0.31,0.69,3,120,3,0,0,0,technical,low,EMP05920
0.81,0.62,4,255,4,1,0,0,technical,low,EMP05921
0.78,0.95,5,273,2,0,0,0,technical,low,EMP05922
0.64,0.68,3,272,3,0,0,0,technical,low,EMP05923
0.41,0.77,4,231,6,0,0,0,technical,low,EMP05924
0.74,0.81,5,281,3,1,0,0,support,low,EMP05925
0.89,0.86,3,208,3,0,0,0,support,low,EMP05926
0.26,0.43,4,215,4,1,0,0,support,low,EMP05927
0.72,0.39,5,111,5,0,0,0,support,low,EMP05928
0.84,0.74,2,168,3,0,0,0,support,low,EMP05929
0.52,0.8,2,144,4,0,0,0,support,low,EMP05930
0.65,0.95,3,266,3,1,0,0,support,low,EMP05931
0.66,0.56,3,169,2,1,0,0,support,medium,EMP05932
0.86,0.63,4,162,2,0,0,0,support,medium,EMP05933
0.91,0.9,3,243,3,0,0,0,support,medium,EMP05934
0.84,0.6,3,186,3,1,0,0,support,medium,EMP05935
0.87,0.57,4,231,4,0,0,0,technical,medium,EMP05936
0.57,0.54,4,167,3,0,0,0,technical,medium,EMP05937
0.68,0.5,3,139,3,0,0,0,technical,medium,EMP05938
1,0.59,5,182,3,1,0,0,management,medium,EMP05939
0.86,0.74,4,261,2,0,0,0,IT,medium,EMP05940
0.7,0.99,4,248,3,0,0,0,IT,medium,EMP05941
0.28,0.7,2,164,4,0,0,0,IT,medium,EMP05942
0.84,0.9,3,230,3,0,0,0,IT,medium,EMP05943
0.68,0.92,3,226,2,0,0,0,IT,high,EMP05944
0.45,0.6,2,98,3,0,0,0,product_mng,low,EMP05945
0.37,0.74,5,117,3,0,0,0,product_mng,medium,EMP05946
0.98,0.84,4,200,2,0,0,0,product_mng,medium,EMP05947
0.67,0.57,3,206,3,1,0,0,product_mng,medium,EMP05948
0.74,0.83,4,142,3,0,0,0,IT,medium,EMP05949
0.48,0.46,2,174,3,0,0,0,RandD,low,EMP05950
0.22,0.63,5,284,6,0,0,0,RandD,low,EMP05951
0.14,0.79,5,163,6,0,0,0,RandD,low,EMP05952
0.93,0.92,5,189,2,0,0,0,RandD,low,EMP05953
0.83,0.54,4,189,4,0,0,0,RandD,low,EMP05954
0.94,0.79,3,256,3,0,0,0,marketing,low,EMP05955
0.7,0.98,3,215,2,0,0,0,sales,low,EMP05956
0.74,0.86,4,221,2,1,0,0,accounting,low,EMP05957
0.83,0.85,4,263,3,0,0,0,support,medium,EMP05958
0.97,0.61,3,208,3,0,0,0,technical,medium,EMP05959
0.61,0.71,3,216,4,0,0,0,management,medium,EMP05960
0.77,0.71,2,242,2,0,0,0,marketing,medium,EMP05961
0.66,0.73,2,135,6,0,0,0,marketing,medium,EMP05962
0.92,0.99,3,190,3,0,0,0,marketing,medium,EMP05963
0.62,0.55,3,108,2,1,0,0,sales,medium,EMP05964
0.15,0.67,6,195,2,0,0,0,sales,medium,EMP05965
0.82,0.68,3,160,4,0,0,0,sales,medium,EMP05966
0.7,0.48,5,273,2,0,0,0,sales,medium,EMP05967
0.18,0.39,2,177,6,0,0,0,sales,medium,EMP05968
0.99,0.59,3,163,2,0,0,0,sales,medium,EMP05969
0.22,0.9,4,106,2,0,0,0,sales,medium,EMP05970
0.61,0.83,5,236,2,0,0,0,sales,medium,EMP05971
0.78,0.91,3,132,2,0,0,0,sales,medium,EMP05972
0.84,0.61,3,253,2,0,0,0,sales,medium,EMP05973
0.87,0.74,4,151,4,0,0,0,sales,medium,EMP05974
0.73,0.9,4,266,3,0,0,0,sales,medium,EMP05975
0.7,0.86,3,141,2,1,0,0,sales,medium,EMP05976
0.98,0.71,5,217,3,0,0,0,sales,medium,EMP05977
0.85,0.49,3,258,3,0,0,0,sales,medium,EMP05978
0.56,0.83,5,275,2,0,0,0,sales,medium,EMP05979
0.48,0.62,4,210,2,0,0,0,sales,medium,EMP05980
0.65,0.7,3,243,3,0,0,0,sales,medium,EMP05981
0.84,0.59,3,234,3,1,0,0,sales,medium,EMP05982
0.17,0.73,4,274,3,0,0,0,accounting,high,EMP05983
0.84,0.61,4,261,2,0,0,0,accounting,high,EMP05984
0.96,0.59,3,158,3,1,0,0,accounting,high,EMP05985
0.62,0.96,5,251,2,0,0,0,hr,high,EMP05986
0.57,0.7,3,158,3,0,0,0,hr,high,EMP05987
0.98,0.87,3,246,3,0,0,0,hr,high,EMP05988
0.72,0.99,4,227,3,0,0,0,hr,high,EMP05989
0.43,0.46,4,169,5,0,0,0,technical,high,EMP05990
0.68,0.57,5,187,4,0,0,0,technical,high,EMP05991
0.69,0.86,4,238,3,0,0,0,technical,high,EMP05992
0.91,0.66,4,139,3,0,0,0,technical,high,EMP05993
0.42,0.37,2,284,3,0,0,0,technical,high,EMP05994
0.8,0.99,4,255,5,1,0,0,technical,low,EMP05995
0.79,0.57,5,230,2,0,0,0,technical,low,EMP05996
1,0.94,3,272,3,0,0,0,technical,low,EMP05997
0.63,0.75,4,155,3,0,0,0,technical,low,EMP05998
0.61,0.51,6,163,6,0,0,0,technical,low,EMP05999
0.78,0.98,4,260,3,0,0,0,technical,low,EMP06000
0.72,0.96,5,223,3,1,0,0,support,low,EMP06001
0.64,0.51,4,247,2,1,0,0,support,low,EMP06002
0.79,0.86,3,126,5,0,0,0,support,low,EMP06003
0.64,0.55,3,147,2,0,0,0,support,low,EMP06004
0.82,0.88,4,259,3,0,0,0,support,low,EMP06005
0.51,0.86,4,196,2,0,0,0,support,low,EMP06006
0.18,0.51,6,227,2,0,0,0,support,low,EMP06007
0.67,0.58,5,161,3,1,0,0,support,low,EMP06008
0.65,0.85,3,213,2,0,0,0,support,low,EMP06009
0.7,0.8,4,183,2,0,0,0,support,medium,EMP06010
0.59,0.59,3,194,2,1,0,0,support,medium,EMP06011
0.56,0.76,3,237,3,0,0,0,technical,medium,EMP06012
0.17,0.94,5,273,4,0,0,0,technical,medium,EMP06013
0.8,0.89,2,166,3,0,0,0,technical,medium,EMP06014
0.91,0.62,5,169,4,0,0,0,management,medium,EMP06015
0.51,0.54,3,154,3,1,0,0,IT,medium,EMP06016
0.76,0.59,3,201,6,1,0,0,IT,medium,EMP06017
0.82,0.59,3,178,2,0,0,0,IT,medium,EMP06018
0.44,0.66,3,161,3,0,0,0,IT,medium,EMP06019
0.5,0.48,4,269,3,0,0,0,IT,medium,EMP06020
0.54,0.49,3,203,3,1,0,0,product_mng,medium,EMP06021
0.56,0.63,4,271,2,1,0,0,product_mng,high,EMP06022
0.77,0.66,6,181,4,0,0,0,product_mng,high,EMP06023
0.39,0.38,4,135,2,0,0,0,product_mng,high,EMP06024
0.52,0.62,3,275,2,0,0,0,IT,high,EMP06025
0.63,0.91,3,252,2,0,0,0,RandD,high,EMP06026
0.49,0.46,2,129,2,0,0,0,RandD,high,EMP06027
0.2,0.47,4,230,4,0,0,0,RandD,high,EMP06028
0.21,0.94,3,287,5,0,0,0,RandD,high,EMP06029
0.85,0.98,5,156,2,0,0,0,RandD,low,EMP06030
0.54,0.82,2,279,3,1,0,0,marketing,low,EMP06031
0.23,0.88,5,156,4,0,0,0,sales,low,EMP06032
0.65,0.96,3,168,2,0,0,0,accounting,low,EMP06033
0.19,0.85,6,259,3,1,0,0,support,low,EMP06034
0.76,0.58,4,188,3,0,0,0,technical,low,EMP06035
0.83,0.8,4,149,3,0,0,0,management,low,EMP06036
0.97,0.47,3,157,4,0,0,0,marketing,low,EMP06037
0.67,1,3,201,4,0,0,0,marketing,medium,EMP06038
0.53,0.62,3,185,3,0,0,0,marketing,medium,EMP06039
0.34,0.71,2,160,3,1,0,0,sales,medium,EMP06040
0.58,0.48,5,251,3,0,0,0,sales,medium,EMP06041
0.96,0.68,5,145,3,1,0,0,sales,medium,EMP06042
0.72,0.76,3,269,3,1,0,0,sales,medium,EMP06043
0.58,0.62,3,213,2,0,0,0,sales,medium,EMP06044
0.39,0.67,6,276,6,0,0,0,sales,medium,EMP06045
0.24,0.57,5,232,3,0,0,0,sales,medium,EMP06046
0.64,0.73,4,184,3,0,0,0,sales,medium,EMP06047
0.98,0.55,3,260,3,0,0,0,sales,medium,EMP06048
0.64,0.99,3,214,2,0,0,0,sales,medium,EMP06049
0.56,0.41,2,194,2,0,0,0,sales,medium,EMP06050
0.53,0.74,5,181,2,0,0,0,sales,medium,EMP06051
0.62,0.57,4,215,3,0,0,0,sales,medium,EMP06052
0.85,0.69,3,194,4,0,0,0,sales,medium,EMP06053
0.76,0.85,4,190,3,0,0,0,sales,medium,EMP06054
0.69,0.5,3,260,4,0,0,0,sales,medium,EMP06055
0.35,0.67,2,171,3,0,0,0,sales,medium,EMP06056
0.54,0.47,2,193,4,0,0,0,sales,medium,EMP06057
0.63,0.49,3,252,3,0,0,0,sales,medium,EMP06058
0.58,0.58,5,171,2,0,0,0,accounting,medium,EMP06059
0.7,0.93,3,185,4,0,0,0,accounting,medium,EMP06060
0.48,0.51,4,152,4,0,0,0,accounting,high,EMP06061
0.59,0.92,4,183,2,0,0,0,hr,low,EMP06062
0.96,0.8,4,145,2,0,0,0,hr,medium,EMP06063
0.99,0.77,3,190,4,0,0,0,hr,medium,EMP06064
0.73,0.59,4,214,5,0,0,0,hr,medium,EMP06065
0.7,0.73,2,139,2,0,0,0,technical,medium,EMP06066
0.85,0.88,5,236,4,0,0,0,technical,medium,EMP06067
0.66,0.61,3,156,3,1,0,0,technical,medium,EMP06068
0.94,0.97,2,221,2,0,0,0,technical,medium,EMP06069
0.54,0.64,6,278,2,0,0,0,technical,medium,EMP06070
0.78,0.47,4,129,2,0,0,0,technical,medium,EMP06071
0.64,0.85,3,213,4,0,0,0,technical,medium,EMP06072
0.68,0.56,3,146,3,0,0,0,technical,low,EMP06073
0.92,0.84,4,159,3,0,0,0,technical,low,EMP06074
0.72,0.73,3,198,2,0,0,0,technical,low,EMP06075
0.78,0.74,6,251,4,0,0,0,technical,low,EMP06076
0.35,0.54,2,124,3,0,0,0,support,low,EMP06077
0.97,0.77,5,223,2,0,0,0,support,low,EMP06078
0.57,0.65,3,163,2,0,0,0,support,low,EMP06079
0.9,0.66,4,242,3,0,0,0,support,high,EMP06080
0.31,0.61,4,97,2,0,0,0,support,low,EMP06081
0.17,0.5,4,267,6,0,0,0,support,high,EMP06082
0.8,0.4,5,199,4,1,0,0,support,high,EMP06083
0.19,0.76,3,107,5,0,0,0,support,low,EMP06084
0.57,0.65,5,144,3,1,0,0,support,low,EMP06085
0.22,0.96,3,213,3,0,0,0,support,high,EMP06086
0.15,0.9,5,284,4,0,0,0,support,low,EMP06087
0.62,0.67,5,259,3,0,0,0,technical,medium,EMP06088
0.61,0.41,3,103,2,0,0,0,technical,high,EMP06089
0.87,0.81,5,236,3,0,0,0,technical,medium,EMP06090
0.54,0.75,4,199,2,0,0,0,management,medium,EMP06091
0.71,0.54,3,201,2,0,0,0,IT,medium,EMP06092
0.66,0.67,3,123,4,0,0,0,IT,medium,EMP06093
0.7,0.68,4,143,5,0,0,0,IT,high,EMP06094
0.53,0.5,5,159,2,0,0,0,IT,medium,EMP06095
0.92,0.54,5,203,3,0,0,0,IT,medium,EMP06096
0.93,0.73,4,168,2,0,0,0,product_mng,medium,EMP06097
0.62,0.7,5,180,4,0,0,0,product_mng,high,EMP06098
0.65,0.53,5,142,3,0,0,0,product_mng,medium,EMP06099
0.87,0.98,4,266,2,1,0,0,product_mng,high,EMP06100
0.97,0.89,5,265,2,0,0,0,IT,low,EMP06101
0.76,0.77,5,257,3,0,0,0,RandD,medium,EMP06102
0.96,0.55,4,234,4,0,0,0,RandD,medium,EMP06103
1,0.8,3,223,3,0,0,0,RandD,medium,EMP06104
0.99,0.85,5,261,4,0,0,0,RandD,medium,EMP06105
0.67,0.84,4,197,2,0,0,0,RandD,low,EMP06106
0.61,0.52,4,171,2,0,0,0,marketing,low,EMP06107
0.62,0.92,3,228,2,0,0,0,sales,low,EMP06108
0.62,0.79,3,141,3,0,0,0,accounting,low,EMP06109
0.97,0.76,3,147,3,1,0,0,support,low,EMP06110
0.86,0.56,5,237,3,0,0,0,technical,low,EMP06111
0.15,0.44,3,199,2,0,0,0,management,low,EMP06112
0.14,0.95,4,144,5,0,0,0,marketing,low,EMP06113
0.7,0.98,4,146,3,0,0,0,marketing,low,EMP06114
0.95,0.7,4,139,3,0,0,0,marketing,low,EMP06115
0.63,0.86,4,169,2,0,0,0,sales,high,EMP06116
0.45,0.75,4,169,2,0,0,0,sales,low,EMP06117
0.9,0.6,3,268,3,0,0,0,sales,low,EMP06118
0.15,0.87,4,194,4,0,0,0,sales,low,EMP06119
0.75,0.86,3,249,3,0,0,0,sales,low,EMP06120
0.14,0.52,4,122,2,0,0,0,sales,high,EMP06121
0.5,0.94,5,176,4,0,0,0,sales,low,EMP06122
0.45,0.45,4,168,2,0,0,0,sales,low,EMP06123
0.86,0.92,3,260,2,0,0,0,sales,low,EMP06124
0.52,0.62,3,179,3,0,0,0,sales,high,EMP06125
0.79,0.48,5,200,3,0,0,0,sales,low,EMP06126
0.47,0.56,4,165,3,0,0,0,sales,medium,EMP06127
0.76,0.64,4,144,2,0,0,0,sales,high,EMP06128
0.52,0.72,4,186,2,0,0,0,sales,medium,EMP06129
0.84,0.54,4,156,4,0,0,0,sales,high,EMP06130
0.5,0.7,4,162,2,0,0,0,sales,medium,EMP06131
0.52,0.63,3,269,2,0,0,0,sales,medium,EMP06132
0.76,0.37,3,127,4,0,0,0,sales,medium,EMP06133
0.59,0.58,2,267,3,0,0,0,sales,medium,EMP06134
0.65,0.79,4,196,2,0,0,0,accounting,medium,EMP06135
0.68,0.83,3,144,2,0,0,0,accounting,medium,EMP06136
0.52,0.72,2,247,4,0,0,0,accounting,medium,EMP06137
0.92,0.5,5,258,3,0,0,0,hr,medium,EMP06138
0.53,0.84,4,219,2,0,0,0,hr,high,EMP06139
0.5,0.95,2,208,2,0,0,0,hr,low,EMP06140
0.98,0.77,4,184,3,0,0,0,hr,medium,EMP06141
0.85,0.6,5,178,2,0,0,0,technical,medium,EMP06142
0.49,0.83,4,194,3,0,0,0,technical,medium,EMP06143
0.52,0.73,4,245,4,0,0,0,technical,medium,EMP06144
0.96,0.77,3,193,3,0,0,0,technical,medium,EMP06145
0.86,0.85,3,254,3,0,0,0,technical,medium,EMP06146
0.35,0.59,3,281,2,0,0,0,technical,medium,EMP06147
0.99,0.97,5,229,2,0,0,0,technical,medium,EMP06148
0.52,0.92,4,112,2,0,0,0,technical,medium,EMP06149
0.75,0.91,4,243,3,0,0,0,technical,high,EMP06150
0.67,0.66,3,151,3,0,0,0,technical,low,EMP06151
0.49,0.37,4,216,4,0,0,0,technical,low,EMP06152
0.51,0.62,3,110,3,0,0,0,support,low,EMP06153
0.65,0.6,3,142,2,0,0,0,support,high,EMP06154
0.73,0.8,4,251,2,1,0,0,support,low,EMP06155
0.46,0.75,6,276,6,0,0,0,support,low,EMP06156
0.94,0.82,4,159,2,1,0,0,support,low,EMP06157
0.53,0.69,4,257,4,0,0,0,support,high,EMP06158
0.6,0.79,5,154,2,0,0,0,support,low,EMP06159
0.63,0.97,5,146,3,0,0,0,support,low,EMP06160
0.75,0.77,4,204,2,0,0,0,support,low,EMP06161
0.69,0.53,4,156,3,0,0,0,support,low,EMP06162
0.81,0.5,4,170,4,0,0,0,support,low,EMP06163
0.74,0.84,3,239,3,0,0,0,technical,low,EMP06164
0.72,0.55,4,145,3,0,0,0,technical,low,EMP06165
0.27,0.39,4,193,4,0,0,0,technical,medium,EMP06166
0.86,0.74,2,178,3,0,0,0,management,medium,EMP06167
0.5,0.59,3,260,3,0,0,0,IT,medium,EMP06168
0.82,0.5,3,198,4,0,0,0,IT,medium,EMP06169
0.73,0.51,4,249,5,0,0,0,IT,medium,EMP06170
0.7,0.72,4,202,3,0,0,0,IT,medium,EMP06171
0.9,0.72,4,143,3,0,0,0,IT,medium,EMP06172
0.72,0.95,2,178,4,1,0,0,product_mng,medium,EMP06173
0.63,0.85,3,151,4,1,0,0,product_mng,medium,EMP06174
0.84,0.99,4,134,3,0,0,0,product_mng,medium,EMP06175
0.98,0.92,5,221,3,1,0,0,product_mng,medium,EMP06176
0.41,0.48,6,165,4,0,0,0,IT,medium,EMP06177
0.72,0.58,4,255,2,0,0,0,RandD,high,EMP06178
0.87,0.89,3,140,2,1,0,0,RandD,low,EMP06179
0.63,0.71,5,141,2,0,0,0,RandD,medium,EMP06180
0.6,0.96,4,99,6,0,0,0,RandD,medium,EMP06181
0.58,0.79,5,197,3,0,0,0,RandD,medium,EMP06182
0.64,0.52,3,240,3,0,0,0,marketing,medium,EMP06183
0.74,0.62,3,216,3,1,0,0,sales,low,EMP06184
0.93,0.7,5,206,4,0,0,0,accounting,low,EMP06185
0.74,0.75,4,257,3,0,0,0,support,low,EMP06186
0.98,0.6,4,160,3,0,0,0,technical,low,EMP06187
0.87,0.82,5,138,3,1,0,0,management,low,EMP06188
0.76,0.99,3,216,3,0,0,0,marketing,low,EMP06189
0.15,0.91,6,281,3,0,0,0,marketing,low,EMP06190
0.18,0.57,6,238,6,1,0,0,marketing,low,EMP06191
1,0.67,3,199,4,0,0,0,sales,low,EMP06192
0.98,0.63,3,135,3,0,0,0,sales,low,EMP06193
0.73,0.97,3,165,2,0,0,0,sales,low,EMP06194
0.67,0.72,3,180,3,0,0,0,sales,low,EMP06195
0.9,0.74,3,227,3,0,0,0,sales,low,EMP06196
0.54,0.53,3,251,2,0,0,0,sales,low,EMP06197
0.15,0.39,5,229,4,0,0,0,sales,low,EMP06198
0.58,0.54,4,199,2,0,0,0,sales,low,EMP06199
0.81,0.51,4,271,2,0,0,0,sales,low,EMP06200
0.17,0.51,5,221,3,0,0,0,sales,low,EMP06201
0.68,0.73,4,251,3,0,0,0,sales,low,EMP06202
0.68,0.49,4,153,4,0,0,0,sales,low,EMP06203
0.7,0.93,4,241,3,0,0,0,sales,low,EMP06204
0.49,0.68,4,201,4,0,0,0,sales,medium,EMP06205
0.55,0.96,4,267,3,0,0,0,sales,medium,EMP06206
0.48,0.84,3,146,2,1,0,0,sales,medium,EMP06207
0.63,0.98,4,210,3,0,0,0,sales,medium,EMP06208
0.83,0.69,4,233,2,0,0,0,sales,medium,EMP06209
0.48,0.87,3,221,2,0,0,0,sales,medium,EMP06210
0.98,0.96,5,183,3,1,0,0,accounting,medium,EMP06211
0.57,0.72,4,221,3,0,0,0,accounting,medium,EMP06212
0.72,0.66,3,167,3,0,0,0,accounting,medium,EMP06213
0.9,0.8,4,240,3,0,0,0,hr,medium,EMP06214
0.64,0.59,3,200,2,1,0,0,hr,medium,EMP06215
0.55,0.98,2,144,2,0,0,0,hr,medium,EMP06216
0.56,0.59,5,209,2,1,0,0,hr,high,EMP06217
0.8,0.55,3,206,2,0,0,0,technical,low,EMP06218
0.65,0.76,3,111,5,0,0,0,technical,medium,EMP06219
0.75,0.78,3,241,3,0,0,0,technical,medium,EMP06220
0.69,0.79,3,207,3,0,0,0,technical,medium,EMP06221
0.91,0.76,3,197,3,0,0,0,technical,medium,EMP06222
0.78,0.63,5,200,2,0,0,0,technical,low,EMP06223
0.71,0.68,4,242,4,0,0,0,technical,low,EMP06224
0.79,0.96,4,180,3,0,0,0,technical,low,EMP06225
0.86,0.72,4,173,3,0,0,0,technical,low,EMP06226
0.87,0.82,3,224,3,0,0,0,technical,low,EMP06227
0.76,0.99,2,183,2,0,0,0,technical,low,EMP06228
0.76,0.8,4,226,5,0,0,0,support,low,EMP06229
0.74,0.66,3,257,3,0,0,0,support,low,EMP06230
0.56,0.81,3,165,4,0,0,0,support,low,EMP06231
0.54,0.91,3,142,2,0,0,0,support,low,EMP06232
0.84,0.79,4,258,4,0,0,0,support,low,EMP06233
0.55,0.69,5,193,2,0,0,0,support,low,EMP06234
0.69,0.51,3,176,2,0,0,0,support,low,EMP06235
0.79,0.88,4,188,3,0,0,0,support,low,EMP06236
0.21,0.38,3,275,5,0,0,0,support,low,EMP06237
0.57,0.58,3,132,3,0,0,0,support,low,EMP06238
0.89,0.95,3,246,4,0,0,0,support,low,EMP06239
0.72,0.98,3,181,4,0,0,0,technical,low,EMP06240
0.56,0.58,5,266,3,0,0,0,technical,low,EMP06241
0.84,0.68,4,151,2,0,0,0,technical,low,EMP06242
0.94,0.76,3,257,4,1,0,0,management,low,EMP06243
0.29,0.88,6,183,4,0,0,0,IT,medium,EMP06244
0.54,0.93,3,124,5,0,0,0,IT,medium,EMP06245
0.93,0.73,4,153,2,1,0,0,IT,medium,EMP06246
0.8,0.68,4,199,2,0,0,0,IT,medium,EMP06247
1,0.73,5,142,4,0,0,0,IT,medium,EMP06248
0.89,0.56,4,159,3,0,0,0,product_mng,medium,EMP06249
0.6,0.78,6,211,4,1,0,0,product_mng,medium,EMP06250
0.49,0.94,5,136,3,0,0,0,product_mng,medium,EMP06251
0.65,0.75,4,153,2,0,0,0,product_mng,medium,EMP06252
0.6,0.71,5,263,2,1,0,0,IT,medium,EMP06253
0.51,1,3,168,3,1,0,0,RandD,medium,EMP06254
0.74,0.89,4,234,3,1,0,0,RandD,medium,EMP06255
0.57,0.42,4,154,5,0,0,0,RandD,high,EMP06256
0.82,0.84,5,173,2,0,0,0,RandD,low,EMP06257
0.19,0.63,5,206,6,0,0,0,RandD,medium,EMP06258
0.5,0.64,4,208,2,0,0,0,marketing,medium,EMP06259
0.91,0.68,4,178,3,1,0,0,sales,medium,EMP06260
0.19,0.86,4,198,6,0,0,0,accounting,medium,EMP06261
0.94,0.84,4,220,3,0,0,0,support,low,EMP06262
0.88,0.67,4,226,2,0,0,0,technical,low,EMP06263
0.9,0.87,4,231,5,0,0,0,management,low,EMP06264
0.49,0.96,2,206,2,0,0,0,marketing,low,EMP06265
0.99,0.55,4,179,4,0,0,0,marketing,low,EMP06266
0.72,0.81,4,200,2,0,0,0,marketing,low,EMP06267
0.66,0.69,5,202,6,0,0,0,sales,low,EMP06268
0.96,0.51,4,237,3,0,0,0,sales,low,EMP06269
0.49,0.69,4,270,3,0,0,0,sales,low,EMP06270
0.73,0.49,3,168,2,1,0,0,sales,low,EMP06271
0.48,0.98,5,132,4,0,0,0,sales,low,EMP06272
0.57,0.78,3,162,2,0,0,0,sales,low,EMP06273
0.63,0.82,3,269,3,0,0,0,sales,low,EMP06274
0.46,0.87,5,254,5,1,0,0,sales,low,EMP06275
0.64,0.5,3,261,2,0,0,0,sales,low,EMP06276
0.56,0.73,4,148,3,0,0,0,sales,low,EMP06277
0.97,0.75,5,228,4,0,0,0,sales,low,EMP06278
0.69,0.68,3,138,3,0,0,0,sales,low,EMP06279
0.23,0.97,4,200,3,0,0,0,sales,low,EMP06280
0.77,0.48,4,258,4,1,0,0,sales,low,EMP06281
0.76,0.57,4,266,3,0,0,0,sales,low,EMP06282
0.98,0.66,3,204,2,0,0,0,sales,medium,EMP06283
0.92,0.77,3,236,3,0,0,0,sales,medium,EMP06284
0.63,0.67,4,149,3,1,0,0,sales,medium,EMP06285
0.91,0.69,5,240,3,0,0,0,sales,medium,EMP06286
0.4,0.67,3,115,3,0,0,0,accounting,medium,EMP06287
0.82,0.62,4,267,3,1,0,0,accounting,medium,EMP06288
0.81,0.88,4,149,3,0,0,0,accounting,medium,EMP06289
0.61,0.69,3,224,3,0,0,0,hr,medium,EMP06290
0.3,0.57,2,158,2,0,0,0,hr,medium,EMP06291
0.59,0.72,2,107,3,0,0,0,hr,medium,EMP06292
0.2,0.56,3,217,5,0,0,0,hr,medium,EMP06293
0.75,0.56,2,212,2,0,0,0,technical,medium,EMP06294
0.59,0.79,3,270,3,0,0,0,technical,high,EMP06295
0.63,0.53,4,243,2,0,0,0,technical,low,EMP06296
0.77,0.68,5,162,4,1,0,0,technical,medium,EMP06297
0.82,0.6,5,232,2,0,0,0,technical,medium,EMP06298
0.6,0.85,5,187,4,0,0,0,technical,medium,EMP06299
0.83,0.72,3,259,2,0,0,0,technical,medium,EMP06300
0.67,0.6,4,209,2,0,0,0,technical,low,EMP06301
0.84,0.56,5,97,6,0,0,0,technical,low,EMP06302
0.68,0.79,5,139,4,0,0,0,technical,low,EMP06303
0.74,0.92,4,258,3,1,0,0,technical,low,EMP06304
0.63,0.64,3,208,2,1,0,0,support,low,EMP06305
0.88,0.9,2,233,3,0,0,0,support,low,EMP06306
1,0.81,3,168,4,0,0,0,support,low,EMP06307
0.7,0.87,4,252,2,1,0,0,support,low,EMP06308
0.5,0.71,5,171,4,0,0,0,support,low,EMP06309
0.94,0.66,5,219,3,0,0,0,support,low,EMP06310
0.67,0.54,3,213,4,0,0,0,support,low,EMP06311
0.8,0.88,5,199,4,0,0,0,support,low,EMP06312
0.7,0.88,4,245,2,0,0,0,support,low,EMP06313
0.24,0.73,4,273,5,0,0,0,support,low,EMP06314
0.98,1,4,202,3,0,0,0,support,low,EMP06315
0.76,0.65,4,240,3,0,0,0,technical,low,EMP06316
0.78,0.5,4,155,4,0,0,0,technical,low,EMP06317
0.42,0.91,3,209,2,0,0,0,technical,low,EMP06318
0.83,0.64,4,210,3,0,0,0,management,medium,EMP06319
